unit_index,selected,characters,event_count,A,E,I,O,U,original_record_or_text
1621,0,403,15,0.65677118058,0.398608058398,0.206234543747,0.493797451636,-0.271877727425,"{""blur_score"":0.121756,""change_center_x"":0.507042,""change_center_y"":0.546218,""color_shift"":3.5e-05,""edge_density"":0.090654,""foreground_ratio"":0.045794,""frame_difference"":2.1e-05,""frame_id"":1620,""luma_std"":0.684269,""mean_hue"":0.237835,""mean_luma"":0.754637,""mean_saturation"":0.151407,""mean_value"":0.791157,""motion_energy"":0.000117,""scene_cut_score"":0.00029,""texture_entropy"":0.527318,""timestamp_ms"":81000}"
1622,0,404,15,0.655067960732,0.399873415532,0.206535256091,0.496036737183,-0.270036482543,"{""blur_score"":0.121923,""change_center_x"":0.507042,""change_center_y"":0.554622,""color_shift"":4.8e-05,""edge_density"":0.090693,""foreground_ratio"":0.045794,""frame_difference"":3.2e-05,""frame_id"":1621,""luma_std"":0.684281,""mean_hue"":0.237822,""mean_luma"":0.754608,""mean_saturation"":0.151433,""mean_value"":0.791127,""motion_energy"":0.000117,""scene_cut_score"":0.000373,""texture_entropy"":0.527317,""timestamp_ms"":81050}"
1623,0,402,15,0.723871870276,0.376691839696,0.254011865467,0.361400594176,-0.405430192753,"{""blur_score"":0.122073,""change_center_x"":0.759781,""change_center_y"":0.218487,""color_shift"":7.9e-05,""edge_density"":0.09081,""foreground_ratio"":0.045833,""frame_difference"":9.2e-05,""frame_id"":1622,""luma_std"":0.684484,""mean_hue"":0.237817,""mean_luma"":0.754559,""mean_saturation"":0.151478,""mean_value"":0.791082,""motion_energy"":0.000467,""scene_cut_score"":0.00097,""texture_entropy"":0.527288,""timestamp_ms"":81100}"
1624,0,404,15,0.70258396654,0.386761611363,0.245831380116,0.39934229565,-0.369354642949,"{""blur_score"":0.122067,""change_center_x"":0.699866,""change_center_y"":0.301321,""color_shift"":8.5e-05,""edge_density"":0.090888,""foreground_ratio"":0.045794,""frame_difference"":8.4e-05,""frame_id"":1623,""luma_std"":0.684375,""mean_hue"":0.237875,""mean_luma"":0.754553,""mean_saturation"":0.151456,""mean_value"":0.791071,""motion_energy"":0.000545,""scene_cut_score"":0.000823,""texture_entropy"":0.527418,""timestamp_ms"":81150}"
1625,0,403,15,0.653358045471,0.401133086576,0.20684707181,0.498025932951,-0.268261064829,"{""blur_score"":0.122119,""change_center_x"":0.507042,""change_center_y"":0.563025,""color_shift"":2.4e-05,""edge_density"":0.090888,""foreground_ratio"":0.045794,""frame_difference"":1.8e-05,""frame_id"":1624,""luma_std"":0.684385,""mean_hue"":0.237832,""mean_luma"":0.754538,""mean_saturation"":0.15146,""mean_value"":0.791061,""motion_energy"":0.000117,""scene_cut_score"":0.000136,""texture_entropy"":0.527367,""timestamp_ms"":81200}"
1626,0,401,15,0.653578635574,0.40081688944,0.206156166114,0.498655435106,-0.267864613294,"{""blur_score"":0.121825,""change_center_x"":0.504695,""change_center_y"":0.563025,""color_shift"":2.8e-05,""edge_density"":0.09081,""foreground_ratio"":0.045833,""frame_difference"":4e-05,""frame_id"":1625,""luma_std"":0.684484,""mean_hue"":0.237849,""mean_luma"":0.754499,""mean_saturation"":0.151475,""mean_value"":0.791025,""motion_energy"":0.000156,""scene_cut_score"":0.000492,""texture_entropy"":0.527402,""timestamp_ms"":81250}"
1627,0,403,15,0.709558983553,0.383849516354,0.249310197984,0.386514590449,-0.381688018754,"{""blur_score"":0.121785,""change_center_x"":0.721297,""change_center_y"":0.273491,""color_shift"":4.4e-05,""edge_density"":0.09081,""foreground_ratio"":0.045872,""frame_difference"":6.4e-05,""frame_id"":1626,""luma_std"":0.684502,""mean_hue"":0.237849,""mean_luma"":0.754478,""mean_saturation"":0.151488,""mean_value"":0.791007,""motion_energy"":0.000428,""scene_cut_score"":0.000405,""texture_entropy"":0.527469,""timestamp_ms"":81300}"
1628,0,401,15,0.652073125108,0.402014885984,0.206616800215,0.500804533227,-0.266178752858,"{""blur_score"":0.121774,""change_center_x"":0.504695,""change_center_y"":0.571429,""color_shift"":2.5e-05,""edge_density"":0.090732,""foreground_ratio"":0.045833,""frame_difference"":4e-05,""frame_id"":1627,""luma_std"":0.684555,""mean_hue"":0.237855,""mean_luma"":0.75444,""mean_saturation"":0.151495,""mean_value"":0.790964,""motion_energy"":0.000156,""scene_cut_score"":0.000483,""texture_entropy"":0.527475,""timestamp_ms"":81350}"
1629,0,402,15,0.718834116155,0.379459369183,0.252867347715,0.370479430862,-0.397215553196,"{""blur_score"":0.12163,""change_center_x"":0.74715,""change_center_y"":0.237695,""color_shift"":7.9e-05,""edge_density"":0.090654,""foreground_ratio"":0.045833,""frame_difference"":9.4e-05,""frame_id"":1628,""luma_std"":0.684612,""mean_hue"":0.237851,""mean_luma"":0.754421,""mean_saturation"":0.151522,""mean_value"":0.790954,""motion_energy"":0.000545,""scene_cut_score"":0.000863,""texture_entropy"":0.527448,""timestamp_ms"":81400}"
1630,0,404,15,0.711581355488,0.383254056951,0.25078841571,0.382868391047,-0.385710696348,"{""blur_score"":0.121893,""change_center_x"":0.730438,""change_center_y"":0.264706,""color_shift"":7.5e-05,""edge_density"":0.090498,""foreground_ratio"":0.045794,""frame_difference"":0.000106,""frame_id"":1629,""luma_std"":0.68458,""mean_hue"":0.237843,""mean_luma"":0.754387,""mean_saturation"":0.151508,""mean_value"":0.790918,""motion_energy"":0.000467,""scene_cut_score"":0.001147,""texture_entropy"":0.527554,""timestamp_ms"":81450}"
1631,0,403,15,0.650628087846,0.403080278432,0.207153671368,0.502676471294,-0.264456992187,"{""blur_score"":0.121828,""change_center_x"":0.504695,""change_center_y"":0.579832,""color_shift"":1.5e-05,""edge_density"":0.090537,""foreground_ratio"":0.045794,""frame_difference"":2.1e-05,""frame_id"":1630,""luma_std"":0.68462,""mean_hue"":0.237841,""mean_luma"":0.754369,""mean_saturation"":0.151512,""mean_value"":0.790903,""motion_energy"":0.000156,""scene_cut_score"":0.000253,""texture_entropy"":0.527587,""timestamp_ms"":81500}"
1632,0,402,15,0.649743372632,0.404105944328,0.208100301493,0.503655991579,-0.264082610758,"{""blur_score"":0.121825,""change_center_x"":0.507042,""change_center_y"":0.584034,""color_shift"":3.1e-05,""edge_density"":0.090498,""foreground_ratio"":0.045794,""frame_difference"":4.1e-05,""frame_id"":1631,""luma_std"":0.684676,""mean_hue"":0.237849,""mean_luma"":0.754329,""mean_saturation"":0.151534,""mean_value"":0.790862,""motion_energy"":0.000234,""scene_cut_score"":0.000382,""texture_entropy"":0.5277,""timestamp_ms"":81550}"
1633,0,403,15,0.685510251873,0.394637743829,0.238113279394,0.430587191505,-0.339585257347,"{""blur_score"":0.12177,""change_center_x"":0.649899,""change_center_y"":0.378151,""color_shift"":6.7e-05,""edge_density"":0.090654,""foreground_ratio"":0.045989,""frame_difference"":5.1e-05,""frame_id"":1632,""luma_std"":0.684647,""mean_hue"":0.237817,""mean_luma"":0.754315,""mean_saturation"":0.151546,""mean_value"":0.790857,""motion_energy"":0.000273,""scene_cut_score"":0.000859,""texture_entropy"":0.527678,""timestamp_ms"":81600}"
1634,0,402,15,0.702825123809,0.387794288054,0.247851140154,0.3976541838,-0.371825588038,"{""blur_score"":0.121943,""change_center_x"":0.70892,""change_center_y"":0.29916,""color_shift"":7.9e-05,""edge_density"":0.090771,""foreground_ratio"":0.045989,""frame_difference"":8.6e-05,""frame_id"":1633,""luma_std"":0.684822,""mean_hue"":0.237847,""mean_luma"":0.754265,""mean_saturation"":0.151596,""mean_value"":0.790807,""motion_energy"":0.000389,""scene_cut_score"":0.000937,""texture_entropy"":0.527526,""timestamp_ms"":81650}"
1635,0,404,15,0.648225082565,0.404992116327,0.207548484074,0.506056850005,-0.261966560612,"{""blur_score"":0.121918,""change_center_x"":0.504695,""change_center_y"":0.592437,""color_shift"":3.3e-05,""edge_density"":0.090732,""foreground_ratio"":0.045989,""frame_difference"":4.4e-05,""frame_id"":1634,""luma_std"":0.684871,""mean_hue"":0.237845,""mean_luma"":0.754225,""mean_saturation"":0.151609,""mean_value"":0.790769,""motion_energy"":0.000312,""scene_cut_score"":0.000404,""texture_entropy"":0.527666,""timestamp_ms"":81700}"
1636,0,404,15,0.713394583807,0.383008586384,0.252549366698,0.379211538863,-0.389854222175,"{""blur_score"":0.121792,""change_center_x"":0.740339,""change_center_y"":0.257272,""color_shift"":7.6e-05,""edge_density"":0.090537,""foreground_ratio"":0.045989,""frame_difference"":8.8e-05,""frame_id"":1635,""luma_std"":0.684719,""mean_hue"":0.237836,""mean_luma"":0.754238,""mean_saturation"":0.151573,""mean_value"":0.790776,""motion_energy"":0.000506,""scene_cut_score"":0.001174,""texture_entropy"":0.527806,""timestamp_ms"":81750}"
1637,0,402,15,0.647726933335,0.405482326606,0.20794365354,0.506917122629,-0.26138964086,"{""blur_score"":0.12162,""change_center_x"":0.504695,""change_center_y"":0.596639,""color_shift"":4.5e-05,""edge_density"":0.090537,""foreground_ratio"":0.045989,""frame_difference"":2.9e-05,""frame_id"":1636,""luma_std"":0.684759,""mean_hue"":0.237813,""mean_luma"":0.754212,""mean_saturation"":0.15159,""mean_value"":0.790757,""motion_energy"":0.000156,""scene_cut_score"":0.000238,""texture_entropy"":0.527832,""timestamp_ms"":81800}"
1638,0,403,15,0.64705173531,0.406069468793,0.2082035349,0.508202395136,-0.260551498123,"{""blur_score"":0.121521,""change_center_x"":0.504695,""change_center_y"":0.60084,""color_shift"":4.2e-05,""edge_density"":0.090537,""foreground_ratio"":0.045989,""frame_difference"":4.7e-05,""frame_id"":1637,""luma_std"":0.684818,""mean_hue"":0.237827,""mean_luma"":0.754168,""mean_saturation"":0.151611,""mean_value"":0.790714,""motion_energy"":0.000312,""scene_cut_score"":0.000317,""texture_entropy"":0.528049,""timestamp_ms"":81850}"
1639,0,401,15,0.690135598865,0.39405995123,0.243197267318,0.420582365686,-0.350359597437,"{""blur_score"":0.1217,""change_center_x"":0.674883,""change_center_y"":0.355042,""color_shift"":4.8e-05,""edge_density"":0.090654,""foreground_ratio"":0.046028,""frame_difference"":6.3e-05,""frame_id"":1638,""luma_std"":0.684859,""mean_hue"":0.237797,""mean_luma"":0.754139,""mean_saturation"":0.151626,""mean_value"":0.790689,""motion_energy"":0.000312,""scene_cut_score"":0.00076,""texture_entropy"":0.528136,""timestamp_ms"":81900}"
1640,0,404,15,0.716069997858,0.380835167282,0.251206828221,0.37622074851,-0.39241371526,"{""blur_score"":0.121436,""change_center_x"":0.737425,""change_center_y"":0.248499,""color_shift"":9.1e-05,""edge_density"":0.090849,""foreground_ratio"":0.045989,""frame_difference"":9.1e-05,""frame_id"":1639,""luma_std"":0.684784,""mean_hue"":0.237848,""mean_luma"":0.754141,""mean_saturation"":0.151604,""mean_value"":0.790689,""motion_energy"":0.000545,""scene_cut_score"":0.001221,""texture_entropy"":0.528154,""timestamp_ms"":81950}"
1641,0,401,15,0.646324036033,0.406845181579,0.208420059682,0.509300819338,-0.260021112116,"{""blur_score"":0.121153,""change_center_x"":0.504695,""change_center_y"":0.605042,""color_shift"":1.9e-05,""edge_density"":0.09081,""foreground_ratio"":0.045989,""frame_difference"":2.3e-05,""frame_id"":1640,""luma_std"":0.684852,""mean_hue"":0.23784,""mean_luma"":0.754119,""mean_saturation"":0.151615,""mean_value"":0.79067,""motion_energy"":0.000156,""scene_cut_score"":0.000268,""texture_entropy"":0.528131,""timestamp_ms"":82000}"
1642,0,404,15,0.644744693561,0.407983174795,0.20866524124,0.511431064587,-0.258306885087,"{""blur_score"":0.121363,""change_center_x"":0.504695,""change_center_y"":0.613445,""color_shift"":5.1e-05,""edge_density"":0.090849,""foreground_ratio"":0.045989,""frame_difference"":2.9e-05,""frame_id"":1641,""luma_std"":0.684838,""mean_hue"":0.237835,""mean_luma"":0.754094,""mean_saturation"":0.151627,""mean_value"":0.790646,""motion_energy"":0.000156,""scene_cut_score"":0.000365,""texture_entropy"":0.528282,""timestamp_ms"":82050}"
1643,0,405,15,0.711932942719,0.384273781316,0.252855248315,0.381085486675,-0.388408894893,"{""blur_score"":0.121495,""change_center_x"":0.739617,""change_center_y"":0.262443,""color_shift"":8.1e-05,""edge_density"":0.090849,""foreground_ratio"":0.045989,""frame_difference"":0.000119,""frame_id"":1642,""luma_std"":0.685066,""mean_hue"":0.237835,""mean_luma"":0.754016,""mean_saturation"":0.151689,""mean_value"":0.790573,""motion_energy"":0.000506,""scene_cut_score"":0.000755,""texture_entropy"":0.528075,""timestamp_ms"":82100}"
1644,0,402,15,0.708765959573,0.385938906662,0.252037909163,0.386681905547,-0.383268936337,"{""blur_score"":0.121234,""change_center_x"":0.731612,""change_center_y"":0.27521,""color_shift"":5.8e-05,""edge_density"":0.090888,""foreground_ratio"":0.045989,""frame_difference"":6.9e-05,""frame_id"":1643,""luma_std"":0.685001,""mean_hue"":0.237839,""mean_luma"":0.75402,""mean_saturation"":0.151651,""mean_value"":0.790572,""motion_energy"":0.000467,""scene_cut_score"":0.000576,""texture_entropy"":0.528093,""timestamp_ms"":82150}"
1645,0,401,15,0.643225786251,0.409158773383,0.209007765198,0.513528039905,-0.25666800027,"{""blur_score"":0.121416,""change_center_x"":0.504695,""change_center_y"":0.621849,""color_shift"":4.8e-05,""edge_density"":0.09081,""foreground_ratio"":0.045989,""frame_difference"":3e-05,""frame_id"":1644,""luma_std"":0.684981,""mean_hue"":0.237849,""mean_luma"":0.753999,""mean_saturation"":0.151647,""mean_value"":0.790557,""motion_energy"":0.000156,""scene_cut_score"":0.000481,""texture_entropy"":0.528335,""timestamp_ms"":82200}"
1646,0,403,15,0.643159928429,0.409234011525,0.208890248757,0.513677183083,-0.256668881002,"{""blur_score"":0.121454,""change_center_x"":0.504695,""change_center_y"":0.621849,""color_shift"":4.8e-05,""edge_density"":0.090927,""foreground_ratio"":0.046028,""frame_difference"":3.2e-05,""frame_id"":1645,""luma_std"":0.684989,""mean_hue"":0.23787,""mean_luma"":0.753971,""mean_saturation"":0.151665,""mean_value"":0.790534,""motion_energy"":0.000156,""scene_cut_score"":0.000606,""texture_entropy"":0.528373,""timestamp_ms"":82250}"
1647,0,403,15,0.699770823118,0.390617516497,0.249158955215,0.402609101268,-0.36878280745,"{""blur_score"":0.121102,""change_center_x"":0.70939,""change_center_y"":0.311765,""color_shift"":7.2e-05,""edge_density"":0.091005,""foreground_ratio"":0.045989,""frame_difference"":6.8e-05,""frame_id"":1646,""luma_std"":0.685034,""mean_hue"":0.237911,""mean_luma"":0.753952,""mean_saturation"":0.151625,""mean_value"":0.790512,""motion_energy"":0.000389,""scene_cut_score"":0.000719,""texture_entropy"":0.528477,""timestamp_ms"":82300}"
1648,0,403,15,0.64341097985,0.409289460153,0.209259946448,0.513619789388,-0.257026438159,"{""blur_score"":0.120794,""change_center_x"":0.504695,""change_center_y"":0.621849,""color_shift"":3.6e-05,""edge_density"":0.090966,""foreground_ratio"":0.045989,""frame_difference"":2.7e-05,""frame_id"":1647,""luma_std"":0.685105,""mean_hue"":0.237877,""mean_luma"":0.75393,""mean_saturation"":0.151652,""mean_value"":0.790486,""motion_energy"":0.000156,""scene_cut_score"":0.000326,""texture_entropy"":0.528485,""timestamp_ms"":82350}"
1649,0,400,15,0.71410819583,0.383623326258,0.254135257575,0.378131641094,-0.392255930091,"{""blur_score"":0.121074,""change_center_x"":0.74715,""change_center_y"":0.254502,""color_shift"":7.8e-05,""edge_density"":0.090693,""foreground_ratio"":0.045989,""frame_difference"":9e-05,""frame_id"":1648,""luma_std"":0.685098,""mean_hue"":0.237868,""mean_luma"":0.75391,""mean_saturation"":0.151687,""mean_value"":0.790475,""motion_energy"":0.000545,""scene_cut_score"":0.001426,""texture_entropy"":0.528538,""timestamp_ms"":82400}"
1650,0,403,15,0.710725221871,0.385343001121,0.253527258964,0.383305334592,-0.386918997272,"{""blur_score"":0.121106,""change_center_x"":0.739617,""change_center_y"":0.267615,""color_shift"":6.6e-05,""edge_density"":0.090615,""foreground_ratio"":0.045911,""frame_difference"":8.8e-05,""frame_id"":1649,""luma_std"":0.685077,""mean_hue"":0.237867,""mean_luma"":0.75389,""mean_saturation"":0.151681,""mean_value"":0.790454,""motion_energy"":0.000506,""scene_cut_score"":0.000805,""texture_entropy"":0.528417,""timestamp_ms"":82450}"
1651,0,402,15,0.689438976197,0.37364913866,0.196987741117,0.44988265585,-0.307560604737,"{""blur_score"":0.1212,""change_center_x"":0.504695,""change_center_y"":0.393277,""color_shift"":0.000115,""edge_density"":0.090498,""foreground_ratio"":0.046106,""frame_difference"":8.3e-05,""frame_id"":1650,""luma_std"":0.685161,""mean_hue"":0.23778,""mean_luma"":0.753813,""mean_saturation"":0.151789,""mean_value"":0.790425,""motion_energy"":0.000389,""scene_cut_score"":0.000995,""texture_entropy"":0.528625,""timestamp_ms"":82500}"
1652,0,401,15,0.642190602335,0.410311826409,0.209726250358,0.515325707483,-0.255439715855,"{""blur_score"":0.120887,""change_center_x"":0.504695,""change_center_y"":0.630252,""color_shift"":1.6e-05,""edge_density"":0.090537,""foreground_ratio"":0.046106,""frame_difference"":2.3e-05,""frame_id"":1651,""luma_std"":0.685232,""mean_hue"":0.237789,""mean_luma"":0.753791,""mean_saturation"":0.151798,""mean_value"":0.7904,""motion_energy"":0.000156,""scene_cut_score"":0.000265,""texture_entropy"":0.52852,""timestamp_ms"":82550}"
1653,0,403,15,0.669066781284,0.404053136314,0.234070498084,0.459547526333,-0.313872762135,"{""blur_score"":0.121027,""change_center_x"":0.616588,""change_center_y"":0.459384,""color_shift"":4.4e-05,""edge_density"":0.090732,""foreground_ratio"":0.046145,""frame_difference"":4.6e-05,""frame_id"":1652,""luma_std"":0.685175,""mean_hue"":0.237822,""mean_luma"":0.75378,""mean_saturation"":0.151784,""mean_value"":0.790392,""motion_energy"":0.000234,""scene_cut_score"":0.000904,""texture_entropy"":0.528875,""timestamp_ms"":82600}"
1654,0,402,15,0.697782678604,0.392244616071,0.249306245549,0.405511286864,-0.366525181266,"{""blur_score"":0.121368,""change_center_x"":0.70892,""change_center_y"":0.319328,""color_shift"":6.7e-05,""edge_density"":0.090888,""foreground_ratio"":0.046184,""frame_difference"":8.5e-05,""frame_id"":1653,""luma_std"":0.685321,""mean_hue"":0.237824,""mean_luma"":0.753728,""mean_saturation"":0.151814,""mean_value"":0.790341,""motion_energy"":0.000389,""scene_cut_score"":0.001025,""texture_entropy"":0.52875,""timestamp_ms"":82650}"
1655,0,387,15,0.666474007915,0.390824036256,0.201424936612,0.481958176306,-0.281252145822,"{""blur_score"":0.121333,""change_center_x"":0.5,""change_center_y"":0.5,""color_shift"":2.6e-05,""edge_density"":0.090849,""foreground_ratio"":0.046223,""frame_difference"":8e-06,""frame_id"":1654,""luma_std"":0.685322,""mean_hue"":0.237856,""mean_luma"":0.753724,""mean_saturation"":0.151825,""mean_value"":0.790341,""motion_energy"":0.0,""scene_cut_score"":0.000207,""texture_entropy"":0.528815,""timestamp_ms"":82700}"
1656,0,402,15,0.71007753537,0.386135710638,0.25365639811,0.384569020712,-0.386465973658,"{""blur_score"":0.121103,""change_center_x"":0.740339,""change_center_y"":0.2702,""color_shift"":7.6e-05,""edge_density"":0.090693,""foreground_ratio"":0.046184,""frame_difference"":8.7e-05,""frame_id"":1655,""luma_std"":0.685194,""mean_hue"":0.237824,""mean_luma"":0.753739,""mean_saturation"":0.151797,""mean_value"":0.790353,""motion_energy"":0.000506,""scene_cut_score"":0.001054,""texture_entropy"":0.528924,""timestamp_ms"":82750}"
1657,0,404,15,0.640802330342,0.41143014209,0.209971326277,0.517570146934,-0.254003070606,"{""blur_score"":0.120841,""change_center_x"":0.504695,""change_center_y"":0.638655,""color_shift"":6.3e-05,""edge_density"":0.090654,""foreground_ratio"":0.046223,""frame_difference"":2.9e-05,""frame_id"":1656,""luma_std"":0.685266,""mean_hue"":0.237891,""mean_luma"":0.753718,""mean_saturation"":0.151812,""mean_value"":0.790337,""motion_energy"":0.000156,""scene_cut_score"":0.000385,""texture_entropy"":0.528854,""timestamp_ms"":82800}"
1658,0,404,15,0.63923713727,0.412579725413,0.21008516914,0.519676823404,-0.252302500526,"{""blur_score"":0.121186,""change_center_x"":0.504695,""change_center_y"":0.647059,""color_shift"":3.2e-05,""edge_density"":0.090771,""foreground_ratio"":0.046262,""frame_difference"":2.4e-05,""frame_id"":1657,""luma_std"":0.685262,""mean_hue"":0.237896,""mean_luma"":0.753697,""mean_saturation"":0.151822,""mean_value"":0.790314,""motion_energy"":0.000156,""scene_cut_score"":0.000532,""texture_entropy"":0.528982,""timestamp_ms"":82850}"
1659,0,397,15,0.759657630353,0.358059990795,0.263106135396,0.30121585996,-0.461770963759,"{""blur_score"":0.121294,""change_center_x"":0.84507,""change_center_y"":0.105042,""color_shift"":4e-05,""edge_density"":0.090771,""foreground_ratio"":0.046223,""frame_difference"":4e-05,""frame_id"":1658,""luma_std"":0.685288,""mean_hue"":0.237894,""mean_luma"":0.75369,""mean_saturation"":0.15182,""mean_value"":0.790309,""motion_energy"":0.000156,""scene_cut_score"":0.000283,""texture_entropy"":0.528903,""timestamp_ms"":82900}"
1660,0,403,15,0.709670219484,0.385464054533,0.251542894169,0.386220654062,-0.384225949234,"{""blur_score"":0.121111,""change_center_x"":0.73095,""change_center_y"":0.272786,""color_shift"":9.8e-05,""edge_density"":0.090849,""foreground_ratio"":0.046223,""frame_difference"":9.3e-05,""frame_id"":1659,""luma_std"":0.685353,""mean_hue"":0.237887,""mean_luma"":0.753658,""mean_saturation"":0.151826,""mean_value"":0.790277,""motion_energy"":0.000506,""scene_cut_score"":0.000894,""texture_entropy"":0.528991,""timestamp_ms"":82950}"
1661,0,404,15,0.639247509193,0.412628196592,0.210113955153,0.519813401418,-0.252280670519,"{""blur_score"":0.121161,""change_center_x"":0.504695,""change_center_y"":0.647059,""color_shift"":1.4e-05,""edge_density"":0.090654,""foreground_ratio"":0.046223,""frame_difference"":2.1e-05,""frame_id"":1660,""luma_std"":0.685393,""mean_hue"":0.237883,""mean_luma"":0.753638,""mean_saturation"":0.151832,""mean_value"":0.790261,""motion_energy"":0.000156,""scene_cut_score"":0.000716,""texture_entropy"":0.529078,""timestamp_ms"":83000}"
1662,0,377,15,0.666712304849,0.390725263287,0.2016228866,0.481819262983,-0.281387687417,"{""blur_score"":0.12116,""change_center_x"":0.5,""change_center_y"":0.5,""color_shift"":0.0,""edge_density"":0.090654,""foreground_ratio"":0.046223,""frame_difference"":0.0,""frame_id"":1661,""luma_std"":0.685395,""mean_hue"":0.237883,""mean_luma"":0.753638,""mean_saturation"":0.151834,""mean_value"":0.790261,""motion_energy"":0.0,""scene_cut_score"":2e-06,""texture_entropy"":0.529064,""timestamp_ms"":83050}"
1663,0,403,15,0.709357737847,0.386608103719,0.253673742716,0.385286278798,-0.385550561814,"{""blur_score"":0.121268,""change_center_x"":0.739617,""change_center_y"":0.272786,""color_shift"":7.3e-05,""edge_density"":0.090576,""foreground_ratio"":0.046223,""frame_difference"":9.4e-05,""frame_id"":1662,""luma_std"":0.685619,""mean_hue"":0.237887,""mean_luma"":0.753585,""mean_saturation"":0.151893,""mean_value"":0.790208,""motion_energy"":0.000506,""scene_cut_score"":0.00085,""texture_entropy"":0.528913,""timestamp_ms"":83100}"
1664,0,402,15,0.730624499851,0.376926132409,0.262855729005,0.346777942855,-0.422468967138,"{""blur_score"":0.121315,""change_center_x"":0.807042,""change_center_y"":0.193277,""color_shift"":5.8e-05,""edge_density"":0.090654,""foreground_ratio"":0.046301,""frame_difference"":5.4e-05,""frame_id"":1663,""luma_std"":0.685482,""mean_hue"":0.23787,""mean_luma"":0.753604,""mean_saturation"":0.151866,""mean_value"":0.790231,""motion_energy"":0.000389,""scene_cut_score"":0.00062,""texture_entropy"":0.529111,""timestamp_ms"":83150}"
1665,0,404,15,0.637888863056,0.413609110987,0.210466726818,0.521372083747,-0.250763303235,"{""blur_score"":0.121368,""change_center_x"":0.504695,""change_center_y"":0.655462,""color_shift"":1.6e-05,""edge_density"":0.090576,""foreground_ratio"":0.046301,""frame_difference"":2.3e-05,""frame_id"":1664,""luma_std"":0.685515,""mean_hue"":0.237869,""mean_luma"":0.753587,""mean_saturation"":0.151868,""mean_value"":0.790213,""motion_energy"":0.000156,""scene_cut_score"":0.000378,""texture_entropy"":0.529183,""timestamp_ms"":83200}"
1666,0,382,15,0.666699907123,0.390703875622,0.201520321504,0.481741242386,-0.281369702762,"{""blur_score"":0.121366,""change_center_x"":0.5,""change_center_y"":0.5,""color_shift"":4e-06,""edge_density"":0.090576,""foreground_ratio"":0.046301,""frame_difference"":1e-06,""frame_id"":1665,""luma_std"":0.685515,""mean_hue"":0.237869,""mean_luma"":0.753586,""mean_saturation"":0.151869,""mean_value"":0.790213,""motion_energy"":0.0,""scene_cut_score"":1e-05,""texture_entropy"":0.529181,""timestamp_ms"":83250}"
1667,1,403,15,0.759814860807,0.358156308873,0.263367963377,0.301200117094,-0.462031853915,"{""blur_score"":0.121156,""change_center_x"":0.845853,""change_center_y"":0.105042,""color_shift"":3.6e-05,""edge_density"":0.090576,""foreground_ratio"":0.04634,""frame_difference"":4.9e-05,""frame_id"":1666,""luma_std"":0.685541,""mean_hue"":0.237866,""mean_luma"":0.753581,""mean_saturation"":0.151879,""mean_value"":0.790206,""motion_energy"":0.000234,""scene_cut_score"":0.000315,""texture_entropy"":0.529146,""timestamp_ms"":83300}"
1668,0,385,15,0.666744807843,0.390737094926,0.2015832989,0.481817528814,-0.28146334949,"{""blur_score"":0.121138,""change_center_x"":0.5,""change_center_y"":0.5,""color_shift"":2.8e-05,""edge_density"":0.090576,""foreground_ratio"":0.04634,""frame_difference"":7e-06,""frame_id"":1667,""luma_std"":0.685541,""mean_hue"":0.237915,""mean_luma"":0.753576,""mean_saturation"":0.151882,""mean_value"":0.790206,""motion_energy"":0.0,""scene_cut_score"":8.9e-05,""texture_entropy"":0.529015,""timestamp_ms"":83350}"
1669,0,401,15,0.760105290638,0.357710828024,0.262856933961,0.301368880913,-0.461896953479,"{""blur_score"":0.121195,""change_center_x"":0.844131,""change_center_y"":0.104202,""color_shift"":8.1e-05,""edge_density"":0.09046,""foreground_ratio"":0.04634,""frame_difference"":6.9e-05,""frame_id"":1668,""luma_std"":0.685554,""mean_hue"":0.237949,""mean_luma"":0.753577,""mean_saturation"":0.151899,""mean_value"":0.79021,""motion_energy"":0.000389,""scene_cut_score"":0.000856,""texture_entropy"":0.528934,""timestamp_ms"":83400}"
1670,0,402,15,0.759332226892,0.358324415422,0.26309030978,0.302490234417,-0.460939954401,"{""blur_score"":0.121207,""change_center_x"":0.844027,""change_center_y"":0.106443,""color_shift"":6.8e-05,""edge_density"":0.090343,""foreground_ratio"":0.046301,""frame_difference"":7.6e-05,""frame_id"":1669,""luma_std"":0.68554,""mean_hue"":0.237951,""mean_luma"":0.753572,""mean_saturation"":0.151917,""mean_value"":0.790205,""motion_energy"":0.00035,""scene_cut_score"":0.000867,""texture_entropy"":0.528946,""timestamp_ms"":83450}"
1671,0,375,15,0.666867169262,0.390626057263,0.201683798451,0.481642392448,-0.281371491438,"{""blur_score"":0.121207,""change_center_x"":0.5,""change_center_y"":0.5,""color_shift"":0.0,""edge_density"":0.090343,""foreground_ratio"":0.046301,""frame_difference"":0.0,""frame_id"":1670,""luma_std"":0.68554,""mean_hue"":0.237951,""mean_luma"":0.753572,""mean_saturation"":0.151917,""mean_value"":0.790205,""motion_energy"":0.0,""scene_cut_score"":0.0,""texture_entropy"":0.528946,""timestamp_ms"":83500}"
